,id,usuario,tipo_video,codigo,duracion_min,calorias_quemadas,fecha
477,171,user01,entrenamiento fuerza,vid002,30,124,2026-01-31
478,196,user01,rutina cardio,vid001,19,255,2026-02-11
479,42,user04,rutina cardio,vid001,19,207,2026-01-28
480,107,user02,yoga,vid003,20,377,2026-01-29
481,194,user01,entrenamiento fuerza,vid002,30,179,2026-01-30
482,113,user04,yoga,vid003,20,280,2026-02-08
483,44,user04,rutina cardio,vid001,19,53,2026-02-08
484,66,user01,rutina cardio,vid001,19,148,2026-02-18
485,145,user03,rutina cardio,vid001,19,282,2026-01-18
486,141,user03,entrenamiento fuerza,vid002,30,77,2026-02-07
487,118,user01,entrenamiento fuerza,vid002,30,135,2026-02-16
488,125,user01,entrenamiento fuerza,vid002,30,68,2026-01-08
489,1,user04,rutina cardio,vid001,19,384,2026-01-05
490,22,user04,yoga,vid003,20,326,2026-03-01
491,27,user03,entrenamiento fuerza,vid002,30,268,2026-02-03
492,111,user04,entrenamiento fuerza,vid002,30,166,2026-02-04
493,102,user04,rutina cardio,vid001,19,243,2026-02-01
494,145,user01,entrenamiento fuerza,vid002,30,127,2026-02-17
495,153,user01,rutina cardio,vid001,19,317,2026-02-09
496,134,user01,yoga,vid003,20,143,2026-02-02
497,86,user04,rutina cardio,vid001,19,195,2026-01-29
498,146,user01,rutina cardio,vid001,19,390,2026-01-31
499,48,user03,rutina cardio,vid001,19,83,2026-03-01
500,199,user03,entrenamiento fuerza,vid002,30,164,2026-01-04
501,163,user02,entrenamiento fuerza,vid002,30,179,2026-01-29
502,115,user01,rutina cardio,vid001,19,387,2026-02-10
503,18,user04,rutina cardio,vid001,19,83,2026-02-19
504,111,user01,yoga,vid003,20,78,2026-01-18
505,130,user02,rutina cardio,vid001,19,111,2026-02-05
506,72,user03,rutina cardio,vid001,19,150,2026-01-19
507,19,user04,yoga,vid003,20,281,2026-01-27
508,37,user01,entrenamiento fuerza,vid002,30,56,2026-01-02
509,193,user01,entrenamiento fuerza,vid002,30,57,2026-02-12
510,97,user03,rutina cardio,vid001,19,218,2026-02-26
511,57,user01,rutina cardio,vid001,19,166,2026-02-24
512,61,user03,yoga,vid003,20,381,2026-01-23
513,175,user04,yoga,vid003,20,366,2026-01-21
514,166,user01,yoga,vid003,20,379,2026-01-21
515,148,user02,rutina cardio,vid001,19,120,2026-02-21
516,7,user04,entrenamiento fuerza,vid002,30,308,2026-01-05
517,44,user02,entrenamiento fuerza,vid002,30,248,2026-01-13
518,105,user01,rutina cardio,vid001,19,286,2026-02-15
519,62,user01,entrenamiento fuerza,vid002,30,166,2026-01-03
520,13,user02,yoga,vid003,20,386,2026-01-23
521,137,user03,rutina cardio,vid001,19,233,2026-01-11
522,24,user02,rutina cardio,vid001,19,321,2026-02-22
523,115,user01,rutina cardio,vid001,19,193,2026-01-22
524,191,user01,rutina cardio,vid001,19,325,2026-02-26
525,129,user04,yoga,vid003,20,284,2026-01-26
526,65,user02,entrenamiento fuerza,vid002,30,325,2026-02-16
527,181,user02,rutina cardio,vid001,19,251,2026-02-02
528,139,user04,yoga,vid003,20,173,2026-01-04
529,184,user04,entrenamiento fuerza,vid002,30,96,2026-01-28
530,176,user01,entrenamiento fuerza,vid002,30,238,2026-01-02
531,143,user02,entrenamiento fuerza,vid002,30,223,2026-01-24
532,190,user01,yoga,vid003,20,365,2026-01-07
533,156,user04,rutina cardio,vid001,19,360,2026-02-25
534,29,user01,yoga,vid003,20,392,2026-02-28
535,74,user03,entrenamiento fuerza,vid002,30,165,2026-02-01
536,101,user04,rutina cardio,vid001,19,167,2026-02-17
537,123,user03,yoga,vid003,20,134,2026-01-03
538,72,user02,yoga,vid003,20,152,2026-01-20
539,7,user03,rutina cardio,vid001,19,154,2026-02-25
540,93,user01,entrenamiento fuerza,vid002,30,105,2026-02-25
541,54,user03,yoga,vid003,20,51,2026-02-03
542,30,user02,yoga,vid003,20,106,2026-01-09
543,47,user04,yoga,vid003,20,226,2026-03-02
544,173,user01,yoga,vid003,20,237,2026-02-07
545,92,user04,yoga,vid003,20,68,2026-01-30
546,121,user03,entrenamiento fuerza,vid002,30,237,2026-01-15
547,144,user02,yoga,vid003,20,202,2026-02-02
548,44,user01,rutina cardio,vid001,19,210,2026-02-11
549,146,user01,entrenamiento fuerza,vid002,30,340,2026-02-20
550,1,user02,entrenamiento fuerza,vid002,30,91,2026-02-01
551,177,user04,entrenamiento fuerza,vid002,30,148,2026-01-28
552,77,user02,entrenamiento fuerza,vid002,30,325,2026-02-09
553,22,user02,yoga,vid003,20,355,2026-01-19
554,79,user03,rutina cardio,vid001,19,270,2026-01-23
555,8,user04,yoga,vid003,20,211,2026-01-21
556,76,user04,entrenamiento fuerza,vid002,30,364,2026-01-11
557,168,user04,yoga,vid003,20,109,2026-01-14
558,73,user04,rutina cardio,vid001,19,78,2026-01-13
559,115,user03,rutina cardio,vid001,19,210,2026-01-03
560,64,user01,entrenamiento fuerza,vid002,30,180,2026-02-12
561,93,user02,yoga,vid003,20,191,2026-01-08
562,151,user03,yoga,vid003,20,283,2026-02-18
563,62,user04,yoga,vid003,20,281,2026-01-25
564,46,user04,entrenamiento fuerza,vid002,30,378,2026-02-28
565,72,user02,yoga,vid003,20,261,2026-01-09
566,50,user03,entrenamiento fuerza,vid002,30,270,2026-01-30
567,163,user03,yoga,vid003,20,339,2026-01-20
568,3,user04,yoga,vid003,20,253,2026-02-03
569,165,user04,rutina cardio,vid001,19,204,2026-02-18
570,104,user02,yoga,vid003,20,96,2026-02-06
571,52,user04,entrenamiento fuerza,vid002,30,69,2026-02-15
572,122,user03,rutina cardio,vid001,19,66,2026-03-03
573,86,user03,entrenamiento fuerza,vid002,30,58,2026-01-24
574,69,user04,rutina cardio,vid001,19,201,2026-01-22
575,9,user03,entrenamiento fuerza,vid002,30,315,2026-01-28
576,90,user04,yoga,vid003,20,318,2026-02-15
577,127,user04,rutina cardio,vid001,19,370,2026-02-18
578,131,user04,entrenamiento fuerza,vid002,30,132,2026-01-02
579,88,user03,yoga,vid003,20,336,2026-02-22
580,198,user02,entrenamiento fuerza,vid002,30,54,2026-02-14
581,51,user02,rutina cardio,vid001,19,160,2026-02-14
582,131,user01,yoga,vid003,20,271,2026-01-30
583,125,user01,entrenamiento fuerza,vid002,30,141,2026-01-06
584,196,user04,yoga,vid003,20,150,2026-02-04
585,23,user03,yoga,vid003,20,135,2026-02-02
586,85,user02,yoga,vid003,20,188,2026-01-03
587,135,user04,rutina cardio,vid001,19,287,2026-01-12
588,3,user03,entrenamiento fuerza,vid002,30,333,2026-01-09
589,69,user01,yoga,vid003,20,52,2026-01-09
590,135,user02,yoga,vid003,20,102,2026-02-09
591,103,user04,yoga,vid003,20,118,2026-01-27
592,72,user01,entrenamiento fuerza,vid002,30,256,2026-02-14
593,99,user01,rutina cardio,vid001,19,258,2026-02-22
594,167,user01,yoga,vid003,20,100,2026-01-23
595,59,user02,rutina cardio,vid001,19,126,2026-01-15
596,68,user04,yoga,vid003,20,201,2026-01-02
597,195,user03,entrenamiento fuerza,vid002,30,130,2026-03-01
598,116,user01,rutina cardio,vid001,19,55,2026-02-14
599,94,user01,yoga,vid003,20,299,2026-01-27
600,32,user02,yoga,vid003,20,294,2026-01-06
601,35,user03,yoga,vid003,20,363,2026-01-11
602,107,user03,yoga,vid003,20,295,2026-02-19
603,94,user04,yoga,vid003,20,333,2026-02-14
604,72,user04,rutina cardio,vid001,19,226,2026-02-10
605,28,user03,entrenamiento fuerza,vid002,30,154,2026-01-22
606,109,user04,rutina cardio,vid001,19,285,2026-02-05
607,183,user02,entrenamiento fuerza,vid002,30,270,2026-02-15
608,48,user03,yoga,vid003,20,143,2026-02-20
609,5,user02,yoga,vid003,20,207,2026-02-06
610,33,user04,entrenamiento fuerza,vid002,30,114,2026-01-09
611,177,user03,yoga,vid003,20,128,2026-01-15
612,80,user02,entrenamiento fuerza,vid002,30,199,2026-01-10
613,200,user03,entrenamiento fuerza,vid002,30,166,2026-02-18
614,172,user04,yoga,vid003,20,206,2026-02-26
615,15,user01,rutina cardio,vid001,19,231,2026-01-27
616,65,user03,entrenamiento fuerza,vid002,30,235,2026-01-14
617,145,user03,rutina cardio,vid001,19,176,2026-01-09
618,79,user03,yoga,vid003,20,98,2026-02-15
619,108,user01,rutina cardio,vid001,19,90,2026-01-06
620,58,user03,entrenamiento fuerza,vid002,30,330,2026-02-23
621,18,user04,yoga,vid003,20,338,2026-01-16
622,1,user02,rutina cardio,vid001,19,80,2026-02-09
623,194,user01,yoga,vid003,20,259,2026-02-19
624,31,user03,rutina cardio,vid001,19,89,2026-02-24
625,193,user04,entrenamiento fuerza,vid002,30,307,2026-01-16
626,150,user01,yoga,vid003,20,262,2026-02-12
627,173,user04,rutina cardio,vid001,19,299,2026-02-08
628,113,user04,entrenamiento fuerza,vid002,30,78,2026-02-11
629,10,user01,yoga,vid003,20,250,2026-01-17
630,159,user04,yoga,vid003,20,66,2026-02-24
631,155,user03,entrenamiento fuerza,vid002,30,291,2026-02-13
632,166,user04,yoga,vid003,20,236,2026-02-06
633,24,user03,entrenamiento fuerza,vid002,30,77,2026-02-17
634,75,user03,rutina cardio,vid001,19,115,2026-02-07
635,134,user04,entrenamiento fuerza,vid002,30,153,2026-02-06
636,177,user02,entrenamiento fuerza,vid002,30,348,2026-02-15
637,143,user04,yoga,vid003,20,85,2026-02-05
638,154,user01,rutina cardio,vid001,19,176,2026-02-17
639,182,user02,rutina cardio,vid001,19,100,2026-03-03
640,185,user03,entrenamiento fuerza,vid002,30,180,2026-01-31
641,146,user04,entrenamiento fuerza,vid002,30,335,2026-01-05
642,195,user02,entrenamiento fuerza,vid002,30,303,2026-02-24
643,20,user04,rutina cardio,vid001,19,78,2026-02-14
644,19,user04,yoga,vid003,20,319,2026-01-31
645,170,user04,yoga,vid003,20,79,2026-02-03
646,176,user01,rutina cardio,vid001,19,347,2026-01-23
647,62,user01,rutina cardio,vid001,19,302,2026-01-27
648,48,user01,rutina cardio,vid001,19,147,2026-01-14
649,166,user02,entrenamiento fuerza,vid002,30,330,2026-02-23
650,91,user04,rutina cardio,vid001,19,369,2026-01-08
651,127,user01,yoga,vid003,20,118,2026-02-15
652,87,user03,entrenamiento fuerza,vid002,30,153,2026-02-21
653,48,user01,yoga,vid003,20,234,2026-02-18
654,74,user01,yoga,vid003,20,135,2026-01-29
655,12,user03,rutina cardio,vid001,19,82,2026-02-05
656,81,user02,rutina cardio,vid001,19,196,2026-01-03
657,91,user04,entrenamiento fuerza,vid002,30,307,2026-02-20
658,85,user03,rutina cardio,vid001,19,243,2026-02-21
659,7,user03,entrenamiento fuerza,vid002,30,294,2026-01-23
660,148,user04,entrenamiento fuerza,vid002,30,324,2026-02-28
661,100,user02,yoga,vid003,20,376,2026-02-14
662,29,user02,rutina cardio,vid001,19,162,2026-03-01
663,151,user01,yoga,vid003,20,385,2026-02-24
664,45,user03,entrenamiento fuerza,vid002,30,297,2026-02-03
665,167,user04,yoga,vid003,20,390,2026-01-19
666,131,user03,entrenamiento fuerza,vid002,30,76,2026-02-10
667,123,user04,yoga,vid003,20,352,2026-02-26
668,15,user01,yoga,vid003,20,352,2026-01-03
669,128,user04,yoga,vid003,20,136,2026-02-22
670,124,user04,entrenamiento fuerza,vid002,30,152,2026-02-27
671,119,user01,entrenamiento fuerza,vid002,30,88,2026-01-05
672,6,user04,rutina cardio,vid001,19,352,2026-02-16
673,110,user02,entrenamiento fuerza,vid002,30,277,2026-02-22
674,123,user03,rutina cardio,vid001,19,128,2026-01-27
675,179,user04,rutina cardio,vid001,19,218,2026-01-29
676,127,user04,yoga,vid003,20,221,2026-01-15
677,3,user04,rutina cardio,vid001,19,310,2026-02-24
678,36,user02,yoga,vid003,20,240,2026-02-25
679,57,user02,entrenamiento fuerza,vid002,30,112,2026-01-29
680,166,user01,entrenamiento fuerza,vid002,30,217,2026-02-10
681,74,user02,entrenamiento fuerza,vid002,30,257,2026-01-04
682,100,user04,yoga,vid003,20,275,2026-01-18
683,182,user01,rutina cardio,vid001,19,93,2026-02-07
684,175,user04,yoga,vid003,20,252,2026-01-30
685,93,user02,rutina cardio,vid001,19,148,2026-01-26
686,28,user03,yoga,vid003,20,66,2026-02-04
687,148,user04,rutina cardio,vid001,19,167,2026-01-28
688,112,user03,entrenamiento fuerza,vid002,30,351,2026-02-17
689,129,user01,rutina cardio,vid001,19,75,2026-02-28
690,115,user01,rutina cardio,vid001,19,59,2026-01-15
691,6,user01,yoga,vid003,20,358,2026-01-06
692,128,user01,yoga,vid003,20,276,2026-01-20
693,33,user03,entrenamiento fuerza,vid002,30,287,2026-02-03
694,34,user04,yoga,vid003,20,130,2026-01-24
695,74,user01,entrenamiento fuerza,vid002,30,271,2026-01-05
696,132,user01,yoga,vid003,20,158,2026-02-15
697,59,user01,entrenamiento fuerza,vid002,30,377,2026-01-20
698,99,user02,yoga,vid003,20,207,2026-02-17
699,172,user02,entrenamiento fuerza,vid002,30,191,2026-01-07
700,61,user01,entrenamiento fuerza,vid002,30,349,2026-01-04
701,20,user04,entrenamiento fuerza,vid002,30,218,2026-02-04
702,144,user03,yoga,vid003,20,242,2026-02-09
703,40,user03,rutina cardio,vid001,19,337,2026-01-16
704,57,user02,rutina cardio,vid001,19,109,2026-02-27
705,3,user01,rutina cardio,vid001,19,62,2026-01-13
706,38,user02,rutina cardio,vid001,19,85,2026-02-15
707,143,user04,yoga,vid003,20,190,2026-02-22
708,109,user04,entrenamiento fuerza,vid002,30,215,2026-03-02
709,92,user04,rutina cardio,vid001,19,234,2026-02-17
710,3,user02,rutina cardio,vid001,19,288,2026-02-23
711,192,user02,rutina cardio,vid001,19,73,2026-01-03
712,186,user04,rutina cardio,vid001,19,70,2026-01-19
713,70,user03,yoga,vid003,20,206,2026-02-15
714,28,user03,rutina cardio,vid001,19,288,2026-01-13
715,109,user01,rutina cardio,vid001,19,52,2026-01-13
716,99,user04,rutina cardio,vid001,19,171,2026-01-03
717,104,user01,rutina cardio,vid001,19,97,2026-02-05
718,5,user01,rutina cardio,vid001,19,125,2026-02-25
719,198,user04,yoga,vid003,20,308,2026-01-07
720,189,user02,entrenamiento fuerza,vid002,30,362,2026-01-03
721,175,user04,entrenamiento fuerza,vid002,30,285,2026-01-31
722,140,user04,yoga,vid003,20,143,2026-02-05
723,30,user01,rutina cardio,vid001,19,198,2026-02-27
724,77,user03,rutina cardio,vid001,19,323,2026-02-22
725,58,user04,yoga,vid003,20,333,2026-01-26
726,106,user02,rutina cardio,vid001,19,100,2026-02-16
727,186,user01,yoga,vid003,20,84,2026-02-27
728,133,user02,rutina cardio,vid001,19,214,2026-01-29
729,21,user02,yoga,vid003,20,304,2026-02-08
730,11,user04,entrenamiento fuerza,vid002,30,180,2026-01-16
731,200,user02,entrenamiento fuerza,vid002,30,214,2026-01-29
732,16,user02,rutina cardio,vid001,19,373,2026-02-04
733,102,user01,rutina cardio,vid001,19,390,2026-01-22
734,123,user03,entrenamiento fuerza,vid002,30,290,2026-01-18
735,165,user03,entrenamiento fuerza,vid002,30,94,2026-02-12
736,3,user03,entrenamiento fuerza,vid002,30,188,2026-01-07
737,79,user02,yoga,vid003,20,170,2026-03-02
738,24,user04,yoga,vid003,20,277,2026-02-18
739,127,user04,rutina cardio,vid001,19,143,2026-01-19
740,193,user02,rutina cardio,vid001,19,334,2026-02-06
741,97,user04,yoga,vid003,20,145,2026-02-09
742,107,user02,rutina cardio,vid001,19,317,2026-01-28
743,8,user01,entrenamiento fuerza,vid002,30,270,2026-02-09
744,3,user03,entrenamiento fuerza,vid002,30,362,2026-01-31
745,193,user01,entrenamiento fuerza,vid002,30,372,2026-01-20
746,86,user01,yoga,vid003,20,309,2026-01-02
747,18,user03,rutina cardio,vid001,19,304,2026-02-25
748,4,user04,rutina cardio,vid001,19,328,2026-02-08
749,74,user02,entrenamiento fuerza,vid002,30,126,2026-01-31
750,143,user04,yoga,vid003,20,220,2026-02-24
751,181,user01,entrenamiento fuerza,vid002,30,311,2026-02-10
752,32,user01,rutina cardio,vid001,19,365,2026-02-21
753,22,user04,entrenamiento fuerza,vid002,30,51,2026-01-26
754,1,user03,yoga,vid003,20,90,2026-01-11
755,41,user01,rutina cardio,vid001,19,153,2026-02-05
756,157,user03,yoga,vid003,20,344,2026-01-03
757,86,user01,yoga,vid003,20,214,2026-02-28
758,79,user01,yoga,vid003,20,51,2026-02-23
759,135,user03,rutina cardio,vid001,19,311,2026-02-11
760,178,user03,yoga,vid003,20,210,2026-02-25
761,94,user01,rutina cardio,vid001,19,65,2026-02-07
762,119,user03,entrenamiento fuerza,vid002,30,197,2026-02-15
763,109,user02,rutina cardio,vid001,19,328,2026-03-01
764,179,user03,yoga,vid003,20,270,2026-01-20
765,123,user01,yoga,vid003,20,296,2026-01-09
766,48,user01,yoga,vid003,20,348,2026-01-04
767,85,user04,entrenamiento fuerza,vid002,30,134,2026-01-16
768,23,user02,rutina cardio,vid001,19,152,2026-02-17
769,195,user03,yoga,vid003,20,69,2026-01-10
770,86,user02,rutina cardio,vid001,19,216,2026-01-21
771,0,user01,yoga,vid003,20,108,2026-02-03
772,148,user02,entrenamiento fuerza,vid002,30,93,2026-02-28
773,142,user04,entrenamiento fuerza,vid002,30,93,2026-01-26
774,102,user01,entrenamiento fuerza,vid002,30,360,2026-02-19
775,2,user04,entrenamiento fuerza,vid002,30,294,2026-02-10
776,2,user02,yoga,vid003,20,351,2026-01-02
777,200,user01,yoga,vid003,20,330,2026-02-26
778,17,user03,yoga,vid003,20,313,2026-02-05
779,107,user04,yoga,vid003,20,132,2026-01-30
780,159,user04,rutina cardio,vid001,19,392,2026-01-14
781,185,user03,rutina cardio,vid001,19,166,2026-02-24
782,125,user03,entrenamiento fuerza,vid002,30,324,2026-03-02
783,16,user02,yoga,vid003,20,343,2026-01-16
784,173,user01,entrenamiento fuerza,vid002,30,319,2026-02-24
785,70,user01,rutina cardio,vid001,19,275,2026-01-19
786,47,user03,yoga,vid003,20,211,2026-01-28
787,78,user03,yoga,vid003,20,391,2026-02-19
788,46,user02,rutina cardio,vid001,19,267,2026-01-05
789,67,user04,rutina cardio,vid001,19,150,2026-01-25
790,20,user02,entrenamiento fuerza,vid002,30,255,2026-01-26
791,88,user03,rutina cardio,vid001,19,221,2026-02-19
792,127,user01,entrenamiento fuerza,vid002,30,216,2026-02-22
793,98,user04,yoga,vid003,20,176,2026-01-25
794,153,user03,yoga,vid003,20,125,2026-02-26
795,102,user02,yoga,vid003,20,132,2026-02-20
796,8,user03,yoga,vid003,20,373,2026-02-12
797,109,user03,rutina cardio,vid001,19,207,2026-02-10
798,78,user02,rutina cardio,vid001,19,248,2026-01-04
799,165,user02,entrenamiento fuerza,vid002,30,346,2026-02-08
800,4,user04,rutina cardio,vid001,19,377,2026-02-08
801,118,user01,yoga,vid003,20,53,2026-02-16
802,106,user04,rutina cardio,vid001,19,233,2026-01-31
803,95,user04,yoga,vid003,20,330,2026-01-04
804,133,user03,entrenamiento fuerza,vid002,30,108,2026-01-08
805,52,user01,entrenamiento fuerza,vid002,30,213,2026-02-22
806,9,user03,yoga,vid003,20,392,2026-02-24
807,27,user01,entrenamiento fuerza,vid002,30,331,2026-01-29
808,44,user03,entrenamiento fuerza,vid002,30,149,2026-03-03
809,20,user03,rutina cardio,vid001,19,224,2026-01-27
810,33,user01,yoga,vid003,20,126,2026-02-03
811,0,user04,entrenamiento fuerza,vid002,30,158,2026-01-09
812,173,user04,rutina cardio,vid001,19,387,2026-01-04
813,52,user02,yoga,vid003,20,158,2026-02-13
814,92,user04,yoga,vid003,20,92,2026-01-31
815,45,user02,yoga,vid003,20,344,2026-01-12
816,123,user04,rutina cardio,vid001,19,362,2026-01-22
817,11,user02,yoga,vid003,20,101,2026-01-06
818,81,user01,entrenamiento fuerza,vid002,30,107,2026-03-02
819,81,user04,yoga,vid003,20,363,2026-01-15
820,145,user01,rutina cardio,vid001,19,384,2026-02-18
821,37,user03,entrenamiento fuerza,vid002,30,214,2026-01-24
822,99,user03,rutina cardio,vid001,19,279,2026-01-25
823,128,user03,rutina cardio,vid001,19,247,2026-01-26
824,186,user04,rutina cardio,vid001,19,249,2026-01-22
825,42,user04,yoga,vid003,20,202,2026-01-27
826,158,user01,yoga,vid003,20,138,2026-02-27
827,135,user04,yoga,vid003,20,242,2026-02-02
828,162,user04,entrenamiento fuerza,vid002,30,114,2026-02-28
829,13,user01,entrenamiento fuerza,vid002,30,352,2026-02-17
830,83,user03,rutina cardio,vid001,19,151,2026-01-23
831,94,user01,rutina cardio,vid001,19,242,2026-01-05
832,37,user01,yoga,vid003,20,223,2026-02-23
833,95,user03,rutina cardio,vid001,19,96,2026-01-30
834,71,user03,entrenamiento fuerza,vid002,30,184,2026-01-02
835,54,user02,entrenamiento fuerza,vid002,30,122,2026-02-17
836,52,user03,yoga,vid003,20,57,2026-02-20
837,99,user01,entrenamiento fuerza,vid002,30,363,2026-01-09
838,121,user01,rutina cardio,vid001,19,223,2026-01-29
839,29,user03,rutina cardio,vid001,19,72,2026-01-06
840,73,user03,rutina cardio,vid001,19,310,2026-02-09
841,1,user04,rutina cardio,vid001,19,278,2026-01-28
842,99,user04,rutina cardio,vid001,19,356,2026-01-07
843,122,user02,yoga,vid003,20,112,2026-02-28
844,16,user04,rutina cardio,vid001,19,255,2026-01-24
845,72,user04,entrenamiento fuerza,vid002,30,180,2026-01-25
846,176,user01,entrenamiento fuerza,vid002,30,241,2026-01-12
847,106,user03,yoga,vid003,20,83,2026-01-17
848,5,user03,rutina cardio,vid001,19,296,2026-01-09
849,127,user01,entrenamiento fuerza,vid002,30,209,2026-02-22
850,107,user04,yoga,vid003,20,369,2026-01-14
851,82,user03,rutina cardio,vid001,19,117,2026-01-28
852,80,user04,rutina cardio,vid001,19,270,2026-01-18
853,28,user01,rutina cardio,vid001,19,135,2026-02-21
854,148,user02,rutina cardio,vid001,19,219,2026-02-12
855,188,user02,yoga,vid003,20,313,2026-02-24
856,159,user02,entrenamiento fuerza,vid002,30,372,2026-01-15
857,56,user02,entrenamiento fuerza,vid002,30,350,2026-02-09
858,51,user03,entrenamiento fuerza,vid002,30,182,2026-02-19
859,186,user02,yoga,vid003,20,86,2026-01-29
860,45,user04,rutina cardio,vid001,19,98,2026-02-02
861,168,user01,yoga,vid003,20,86,2026-01-17
862,97,user04,rutina cardio,vid001,19,292,2026-01-09
863,61,user01,rutina cardio,vid001,19,329,2026-02-17
864,64,user01,entrenamiento fuerza,vid002,30,380,2026-03-01
865,108,user04,rutina cardio,vid001,19,332,2026-02-13
866,129,user02,rutina cardio,vid001,19,74,2026-01-22
867,98,user02,rutina cardio,vid001,19,124,2026-01-28
868,87,user01,entrenamiento fuerza,vid002,30,274,2026-02-10
869,24,user02,rutina cardio,vid001,19,346,2026-01-15
870,23,user04,rutina cardio,vid001,19,271,2026-02-12
871,108,user02,rutina cardio,vid001,19,51,2026-02-12
872,22,user01,entrenamiento fuerza,vid002,30,117,2026-02-19
873,4,user01,rutina cardio,vid001,19,386,2026-01-12
874,185,user03,entrenamiento fuerza,vid002,30,361,2026-01-06
875,17,user01,entrenamiento fuerza,vid002,30,300,2026-01-12
876,73,user01,entrenamiento fuerza,vid002,30,340,2026-01-28
877,199,user03,yoga,vid003,20,125,2026-02-28
878,42,user03,yoga,vid003,20,100,2026-01-20
879,138,user03,rutina cardio,vid001,19,337,2026-02-05
880,101,user02,yoga,vid003,20,218,2026-02-16
881,121,user02,rutina cardio,vid001,19,397,2026-02-26
882,122,user04,rutina cardio,vid001,19,65,2026-01-02
883,171,user04,yoga,vid003,20,130,2026-02-09
884,96,user03,rutina cardio,vid001,19,137,2026-02-18
885,169,user04,entrenamiento fuerza,vid002,30,310,2026-01-26
886,5,user02,entrenamiento fuerza,vid002,30,306,2026-02-24
887,42,user03,rutina cardio,vid001,19,300,2026-02-10
888,51,user04,yoga,vid003,20,303,2026-01-16
889,116,user01,entrenamiento fuerza,vid002,30,278,2026-02-13
890,31,user02,entrenamiento fuerza,vid002,30,278,2026-01-22
891,152,user03,rutina cardio,vid001,19,356,2026-01-20
892,116,user04,rutina cardio,vid001,19,88,2026-01-13
893,177,user03,yoga,vid003,20,69,2026-02-11
894,182,user01,yoga,vid003,20,59,2026-01-30
895,83,user01,yoga,vid003,20,115,2026-01-17
896,169,user01,yoga,vid003,20,268,2026-02-07
897,55,user04,entrenamiento fuerza,vid002,30,249,2026-01-25
898,184,user04,entrenamiento fuerza,vid002,30,336,2026-02-17
899,145,user02,yoga,vid003,20,286,2026-01-08
900,138,user01,yoga,vid003,20,247,2026-01-24
901,48,user03,entrenamiento fuerza,vid002,30,309,2026-01-05
902,64,user02,rutina cardio,vid001,19,358,2026-02-26
903,23,user01,entrenamiento fuerza,vid002,30,95,2026-02-28
904,178,user02,entrenamiento fuerza,vid002,30,50,2026-01-04
905,109,user02,entrenamiento fuerza,vid002,30,269,2026-02-01
906,50,user02,rutina cardio,vid001,19,287,2026-01-12
907,134,user02,rutina cardio,vid001,19,356,2026-01-29
908,18,user02,yoga,vid003,20,199,2026-02-27
909,2,user04,rutina cardio,vid001,19,59,2026-02-13
910,88,user01,yoga,vid003,20,393,2026-03-01
911,184,user01,entrenamiento fuerza,vid002,30,101,2026-01-18
912,172,user04,yoga,vid003,20,272,2026-01-26
913,99,user01,rutina cardio,vid001,19,227,2026-01-18
914,154,user04,yoga,vid003,20,141,2026-02-03
915,150,user02,yoga,vid003,20,258,2026-02-15
916,125,user02,rutina cardio,vid001,19,77,2026-01-20
917,94,user01,rutina cardio,vid001,19,312,2026-01-20
918,67,user03,entrenamiento fuerza,vid002,30,326,2026-01-13
919,40,user01,rutina cardio,vid001,19,240,2026-01-02
920,172,user02,yoga,vid003,20,170,2026-01-02
921,172,user02,yoga,vid003,20,214,2026-01-18
922,22,user04,yoga,vid003,20,153,2026-01-14
923,75,user03,entrenamiento fuerza,vid002,30,84,2026-02-06
924,86,user02,yoga,vid003,20,198,2026-02-19
925,10,user02,entrenamiento fuerza,vid002,30,252,2026-02-25
926,171,user01,yoga,vid003,20,280,2026-01-28
927,69,user04,entrenamiento fuerza,vid002,30,189,2026-02-20
928,142,user04,yoga,vid003,20,356,2026-02-22
929,154,user03,yoga,vid003,20,131,2026-02-11
930,57,user02,entrenamiento fuerza,vid002,30,134,2026-01-13
931,197,user02,rutina cardio,vid001,19,85,2026-01-22
932,35,user04,yoga,vid003,20,391,2026-02-21
933,35,user02,yoga,vid003,20,269,2026-01-31
934,56,user04,rutina cardio,vid001,19,100,2026-02-07
935,106,user04,yoga,vid003,20,259,2026-02-17
936,124,user01,entrenamiento fuerza,vid002,30,303,2026-01-16
937,105,user04,yoga,vid003,20,148,2026-01-26
938,128,user01,yoga,vid003,20,192,2026-02-11
939,69,user04,rutina cardio,vid001,19,101,2026-01-26
940,82,user02,rutina cardio,vid001,19,61,2026-01-08
941,142,user02,rutina cardio,vid001,19,77,2026-01-03
942,190,user02,entrenamiento fuerza,vid002,30,339,2026-01-05
943,84,user04,entrenamiento fuerza,vid002,30,256,2026-02-19
944,101,user04,entrenamiento fuerza,vid002,30,398,2026-01-29
945,133,user01,rutina cardio,vid001,19,293,2026-03-03
946,71,user03,entrenamiento fuerza,vid002,30,209,2026-02-01
947,121,user03,entrenamiento fuerza,vid002,30,254,2026-01-16
948,37,user04,entrenamiento fuerza,vid002,30,208,2026-01-28
949,121,user04,yoga,vid003,20,173,2026-03-02
950,186,user01,yoga,vid003,20,363,2026-02-09
951,111,user03,rutina cardio,vid001,19,223,2026-01-27
952,43,user03,entrenamiento fuerza,vid002,30,305,2026-03-01
953,34,user03,rutina cardio,vid001,19,62,2026-01-23
954,179,user02,entrenamiento fuerza,vid002,30,56,2026-03-02
