,id,title,description,difficulty,duration_minutes,author_user_id,is_public,metadata,created_at,updated_at
152,9032,Cardio intenso,motilada,intermedio,95,92,0,"{'calories_estimate': 712, 'equipment': 'dumbbells', 'recommended': False}",2026-04-05 13:50:37,2026-04-12 13:50:37
153,2561,Baile fitness,motilada,avanzado,101,97,1,"{'calories_estimate': 154, 'equipment': 'dumbbells', 'recommended': True}",2026-03-22 13:50:37,2026-03-24 13:50:37
154,3007,Yoga para principiantes,vacunacion,avanzado,41,53,1,"{'calories_estimate': 289, 'equipment': 'none', 'recommended': True}",2026-04-02 13:50:37,2026-04-12 13:50:37
155,1945,Baile fitness,corte de uñas,fácil,49,31,1,"{'calories_estimate': 603, 'equipment': 'dumbbells', 'recommended': True}",2026-03-21 13:50:37,2026-03-21 13:50:37
156,3381,Baile fitness,vacunacion,intermedio,106,58,0,"{'calories_estimate': 320, 'equipment': 'dumbbells', 'recommended': True}",2026-03-26 13:50:37,2026-03-31 13:50:37
157,8363,Cardio intenso,motilada,fácil,24,48,0,"{'calories_estimate': 688, 'equipment': 'dumbbells', 'recommended': False}",2026-03-14 13:50:37,2026-03-18 13:50:37
158,7983,Entrenamiento de fuerza,desparasitada,fácil,93,65,1,"{'calories_estimate': 768, 'equipment': 'dumbbells', 'recommended': True}",2026-03-18 13:50:37,2026-03-22 13:50:37
159,8708,Entrenamiento funcional,vacunacion,intermedio,23,50,0,"{'calories_estimate': 613, 'equipment': 'none', 'recommended': True}",2026-03-21 13:50:37,2026-03-30 13:50:37
160,8935,Entrenamiento funcional,esterilizacion,intermedio,102,64,0,"{'calories_estimate': 300, 'equipment': 'dumbbells', 'recommended': True}",2026-03-16 13:50:37,2026-03-20 13:50:37
161,7089,Entrenamiento de fuerza,motilada,intermedio,55,62,1,"{'calories_estimate': 663, 'equipment': 'full gym', 'recommended': True}",2026-03-16 13:50:37,2026-03-25 13:50:37
162,7492,Entrenamiento de fuerza,corte de uñas,avanzado,82,15,0,"{'calories_estimate': 645, 'equipment': 'dumbbells', 'recommended': True}",2026-03-28 13:50:37,2026-03-30 13:50:37
163,5162,Entrenamiento funcional,desparasitada,avanzado,31,14,0,"{'calories_estimate': 277, 'equipment': 'none', 'recommended': False}",2026-04-11 13:50:37,2026-04-11 13:50:37
164,1845,Yoga para principiantes,corte de uñas,avanzado,53,30,0,"{'calories_estimate': 787, 'equipment': 'dumbbells', 'recommended': False}",2026-04-04 13:50:37,2026-04-10 13:50:37
165,9885,Entrenamiento de fuerza,desparasitada,avanzado,64,61,0,"{'calories_estimate': 695, 'equipment': 'dumbbells', 'recommended': True}",2026-03-25 13:50:37,2026-04-03 13:50:37
166,6951,Entrenamiento de fuerza,desparasitada,fácil,67,57,0,"{'calories_estimate': 372, 'equipment': 'none', 'recommended': False}",2026-03-30 13:50:37,2026-04-04 13:50:37
167,5614,Entrenamiento de fuerza,desparasitada,fácil,86,77,0,"{'calories_estimate': 590, 'equipment': 'dumbbells', 'recommended': False}",2026-03-28 13:50:37,2026-03-30 13:50:37
168,4056,Yoga para principiantes,corte de uñas,avanzado,62,81,1,"{'calories_estimate': 286, 'equipment': 'dumbbells', 'recommended': False}",2026-03-13 13:50:37,2026-03-23 13:50:37
169,3307,Cardio intenso,vacunacion,avanzado,96,27,0,"{'calories_estimate': 136, 'equipment': 'none', 'recommended': False}",2026-04-06 13:50:37,2026-04-15 13:50:37
170,6685,Entrenamiento funcional,motilada,fácil,36,79,1,"{'calories_estimate': 562, 'equipment': 'none', 'recommended': True}",2026-03-26 13:50:37,2026-04-04 13:50:37
171,6068,Entrenamiento de fuerza,esterilizacion,avanzado,44,85,1,"{'calories_estimate': 701, 'equipment': 'none', 'recommended': False}",2026-03-27 13:50:37,2026-03-31 13:50:37
172,8260,Cardio intenso,esterilizacion,avanzado,117,91,0,"{'calories_estimate': 213, 'equipment': 'full gym', 'recommended': False}",2026-04-08 13:50:37,2026-04-12 13:50:37
173,56,Baile fitness,vacunacion,intermedio,10,22,0,"{'calories_estimate': 110, 'equipment': 'none', 'recommended': False}",2026-04-02 13:50:37,2026-04-10 13:50:37
174,5616,Baile fitness,desparasitada,fácil,69,86,1,"{'calories_estimate': 137, 'equipment': 'dumbbells', 'recommended': True}",2026-03-13 13:50:37,2026-03-20 13:50:37
175,9540,Cardio intenso,esterilizacion,avanzado,53,18,1,"{'calories_estimate': 111, 'equipment': 'dumbbells', 'recommended': True}",2026-03-17 13:50:37,2026-03-17 13:50:37
176,8657,Baile fitness,vacunacion,fácil,38,60,0,"{'calories_estimate': 243, 'equipment': 'full gym', 'recommended': True}",2026-03-14 13:50:37,2026-03-17 13:50:37
177,6947,Yoga para principiantes,motilada,fácil,35,80,1,"{'calories_estimate': 638, 'equipment': 'dumbbells', 'recommended': False}",2026-03-15 13:50:37,2026-03-22 13:50:37
178,9473,Yoga para principiantes,corte de uñas,avanzado,19,38,0,"{'calories_estimate': 462, 'equipment': 'dumbbells', 'recommended': True}",2026-03-15 13:50:37,2026-03-24 13:50:37
179,9195,Entrenamiento de fuerza,vacunacion,intermedio,81,77,0,"{'calories_estimate': 578, 'equipment': 'full gym', 'recommended': True}",2026-03-14 13:50:37,2026-03-14 13:50:37
180,3336,Entrenamiento de fuerza,motilada,fácil,45,45,1,"{'calories_estimate': 260, 'equipment': 'full gym', 'recommended': False}",2026-03-20 13:50:37,2026-03-22 13:50:37
181,2649,Entrenamiento de fuerza,esterilizacion,intermedio,118,87,1,"{'calories_estimate': 238, 'equipment': 'dumbbells', 'recommended': False}",2026-04-11 13:50:37,2026-04-11 13:50:37
182,3849,Yoga para principiantes,esterilizacion,avanzado,114,20,0,"{'calories_estimate': 785, 'equipment': 'full gym', 'recommended': True}",2026-04-06 13:50:37,2026-04-12 13:50:37
183,9910,Entrenamiento de fuerza,esterilizacion,fácil,73,94,0,"{'calories_estimate': 621, 'equipment': 'full gym', 'recommended': False}",2026-03-20 13:50:37,2026-03-20 13:50:37
184,1958,Entrenamiento funcional,desparasitada,intermedio,52,92,0,"{'calories_estimate': 720, 'equipment': 'full gym', 'recommended': True}",2026-04-05 13:50:37,2026-04-10 13:50:37
185,2253,Yoga para principiantes,esterilizacion,fácil,102,52,0,"{'calories_estimate': 160, 'equipment': 'full gym', 'recommended': True}",2026-04-11 13:50:37,2026-04-14 13:50:37
186,4148,Baile fitness,esterilizacion,intermedio,31,15,1,"{'calories_estimate': 504, 'equipment': 'none', 'recommended': False}",2026-03-28 13:50:37,2026-03-29 13:50:37
187,2195,Cardio intenso,vacunacion,fácil,41,77,1,"{'calories_estimate': 652, 'equipment': 'none', 'recommended': False}",2026-04-11 13:50:37,2026-04-20 13:50:37
188,1786,Entrenamiento funcional,esterilizacion,avanzado,52,63,1,"{'calories_estimate': 444, 'equipment': 'full gym', 'recommended': True}",2026-03-17 13:50:37,2026-03-27 13:50:37
189,6723,Yoga para principiantes,esterilizacion,intermedio,78,50,0,"{'calories_estimate': 538, 'equipment': 'full gym', 'recommended': False}",2026-03-25 13:50:37,2026-03-28 13:50:37
190,2432,Entrenamiento de fuerza,motilada,intermedio,83,31,1,"{'calories_estimate': 728, 'equipment': 'none', 'recommended': True}",2026-03-16 13:50:37,2026-03-22 13:50:37
191,6398,Cardio intenso,esterilizacion,avanzado,79,19,0,"{'calories_estimate': 551, 'equipment': 'full gym', 'recommended': False}",2026-03-29 13:50:37,2026-04-07 13:50:37
192,7634,Baile fitness,corte de uñas,fácil,35,37,0,"{'calories_estimate': 798, 'equipment': 'none', 'recommended': False}",2026-04-05 13:50:37,2026-04-13 13:50:37
193,5709,Cardio intenso,vacunacion,avanzado,39,15,1,"{'calories_estimate': 176, 'equipment': 'full gym', 'recommended': True}",2026-03-22 13:50:37,2026-03-30 13:50:37
194,622,Yoga para principiantes,motilada,avanzado,27,56,0,"{'calories_estimate': 621, 'equipment': 'dumbbells', 'recommended': False}",2026-03-16 13:50:37,2026-03-18 13:50:37
195,1701,Cardio intenso,corte de uñas,intermedio,33,35,0,"{'calories_estimate': 800, 'equipment': 'full gym', 'recommended': False}",2026-03-31 13:50:37,2026-04-08 13:50:37
196,1802,Cardio intenso,desparasitada,avanzado,115,3,0,"{'calories_estimate': 541, 'equipment': 'full gym', 'recommended': False}",2026-03-15 13:50:37,2026-03-18 13:50:37
197,9563,Cardio intenso,desparasitada,fácil,66,51,1,"{'calories_estimate': 649, 'equipment': 'none', 'recommended': True}",2026-03-12 13:50:37,2026-03-20 13:50:37
198,5467,Yoga para principiantes,esterilizacion,intermedio,16,68,0,"{'calories_estimate': 698, 'equipment': 'dumbbells', 'recommended': True}",2026-04-09 13:50:37,2026-04-16 13:50:37
199,1570,Baile fitness,motilada,fácil,72,57,0,"{'calories_estimate': 403, 'equipment': 'dumbbells', 'recommended': True}",2026-03-16 13:50:37,2026-03-16 13:50:37
200,2719,Baile fitness,desparasitada,intermedio,20,45,1,"{'calories_estimate': 776, 'equipment': 'none', 'recommended': False}",2026-03-17 13:50:37,2026-03-18 13:50:37
201,3129,Entrenamiento funcional,esterilizacion,fácil,90,23,0,"{'calories_estimate': 499, 'equipment': 'none', 'recommended': True}",2026-03-17 13:50:37,2026-03-18 13:50:37
202,4161,Entrenamiento funcional,vacunacion,intermedio,66,50,0,"{'calories_estimate': 427, 'equipment': 'full gym', 'recommended': True}",2026-03-19 13:50:37,2026-03-24 13:50:37
203,4665,Yoga para principiantes,vacunacion,avanzado,49,17,0,"{'calories_estimate': 484, 'equipment': 'dumbbells', 'recommended': False}",2026-04-06 13:50:37,2026-04-10 13:50:37
204,1810,Yoga para principiantes,desparasitada,fácil,114,33,1,"{'calories_estimate': 636, 'equipment': 'none', 'recommended': False}",2026-03-15 13:50:37,2026-03-22 13:50:37
205,7377,Cardio intenso,desparasitada,intermedio,35,63,1,"{'calories_estimate': 630, 'equipment': 'full gym', 'recommended': False}",2026-04-06 13:50:37,2026-04-07 13:50:37
206,2176,Baile fitness,esterilizacion,intermedio,65,74,0,"{'calories_estimate': 635, 'equipment': 'full gym', 'recommended': True}",2026-03-29 13:50:37,2026-04-08 13:50:37
207,5989,Entrenamiento de fuerza,desparasitada,avanzado,21,42,0,"{'calories_estimate': 299, 'equipment': 'full gym', 'recommended': False}",2026-03-25 13:50:37,2026-03-26 13:50:37
208,6338,Yoga para principiantes,desparasitada,fácil,113,3,0,"{'calories_estimate': 622, 'equipment': 'full gym', 'recommended': False}",2026-03-13 13:50:37,2026-03-13 13:50:37
209,2841,Entrenamiento funcional,vacunacion,fácil,54,49,1,"{'calories_estimate': 452, 'equipment': 'full gym', 'recommended': True}",2026-04-08 13:50:37,2026-04-11 13:50:37
210,9404,Entrenamiento de fuerza,vacunacion,avanzado,115,49,1,"{'calories_estimate': 306, 'equipment': 'none', 'recommended': True}",2026-03-21 13:50:37,2026-03-24 13:50:37
211,1650,Cardio intenso,esterilizacion,intermedio,62,84,0,"{'calories_estimate': 293, 'equipment': 'none', 'recommended': True}",2026-04-03 13:50:37,2026-04-10 13:50:37
212,46,Yoga para principiantes,desparasitada,avanzado,85,1,0,"{'calories_estimate': 493, 'equipment': 'full gym', 'recommended': False}",2026-03-31 13:50:37,2026-04-10 13:50:37
213,6958,Baile fitness,esterilizacion,intermedio,13,89,1,"{'calories_estimate': 693, 'equipment': 'none', 'recommended': True}",2026-03-18 13:50:37,2026-03-28 13:50:37
214,2636,Entrenamiento funcional,desparasitada,intermedio,43,57,0,"{'calories_estimate': 322, 'equipment': 'none', 'recommended': True}",2026-03-14 13:50:37,2026-03-14 13:50:37
215,9022,Yoga para principiantes,esterilizacion,avanzado,101,41,1,"{'calories_estimate': 307, 'equipment': 'full gym', 'recommended': False}",2026-03-19 13:50:37,2026-03-24 13:50:37
216,174,Cardio intenso,motilada,fácil,36,86,1,"{'calories_estimate': 704, 'equipment': 'none', 'recommended': True}",2026-03-30 13:50:37,2026-04-02 13:50:37
217,687,Entrenamiento funcional,desparasitada,avanzado,88,59,0,"{'calories_estimate': 492, 'equipment': 'full gym', 'recommended': False}",2026-03-20 13:50:37,2026-03-25 13:50:37
218,3304,Baile fitness,esterilizacion,fácil,22,55,1,"{'calories_estimate': 500, 'equipment': 'none', 'recommended': True}",2026-03-30 13:50:37,2026-03-31 13:50:37
219,9523,Yoga para principiantes,motilada,avanzado,100,27,1,"{'calories_estimate': 184, 'equipment': 'dumbbells', 'recommended': True}",2026-03-31 13:50:37,2026-04-04 13:50:37
220,5916,Baile fitness,desparasitada,intermedio,110,33,1,"{'calories_estimate': 151, 'equipment': 'none', 'recommended': True}",2026-04-04 13:50:37,2026-04-05 13:50:37
221,6348,Cardio intenso,esterilizacion,fácil,99,17,1,"{'calories_estimate': 552, 'equipment': 'full gym', 'recommended': False}",2026-03-16 13:50:37,2026-03-17 13:50:37
222,413,Baile fitness,motilada,avanzado,22,2,1,"{'calories_estimate': 521, 'equipment': 'none', 'recommended': True}",2026-04-08 13:50:37,2026-04-11 13:50:37
223,3036,Entrenamiento funcional,vacunacion,fácil,58,55,0,"{'calories_estimate': 166, 'equipment': 'none', 'recommended': False}",2026-04-09 13:50:37,2026-04-18 13:50:37
224,4664,Cardio intenso,vacunacion,fácil,15,96,1,"{'calories_estimate': 438, 'equipment': 'dumbbells', 'recommended': False}",2026-04-08 13:50:37,2026-04-16 13:50:37
225,4992,Cardio intenso,desparasitada,intermedio,98,95,1,"{'calories_estimate': 192, 'equipment': 'full gym', 'recommended': False}",2026-04-05 13:50:37,2026-04-09 13:50:37
226,1862,Yoga para principiantes,corte de uñas,intermedio,51,5,0,"{'calories_estimate': 235, 'equipment': 'full gym', 'recommended': False}",2026-04-03 13:50:37,2026-04-10 13:50:37
227,7604,Entrenamiento de fuerza,desparasitada,fácil,100,7,1,"{'calories_estimate': 370, 'equipment': 'full gym', 'recommended': False}",2026-03-13 13:50:37,2026-03-14 13:50:37
228,9335,Yoga para principiantes,motilada,avanzado,77,53,0,"{'calories_estimate': 139, 'equipment': 'dumbbells', 'recommended': True}",2026-03-16 13:50:37,2026-03-20 13:50:37
229,4644,Yoga para principiantes,esterilizacion,intermedio,112,74,0,"{'calories_estimate': 333, 'equipment': 'full gym', 'recommended': False}",2026-04-02 13:50:37,2026-04-12 13:50:37
230,7537,Cardio intenso,corte de uñas,intermedio,93,97,0,"{'calories_estimate': 424, 'equipment': 'full gym', 'recommended': False}",2026-03-30 13:50:37,2026-04-01 13:50:37
231,1725,Yoga para principiantes,vacunacion,fácil,76,16,0,"{'calories_estimate': 448, 'equipment': 'none', 'recommended': False}",2026-03-18 13:50:37,2026-03-26 13:50:37
232,6273,Baile fitness,corte de uñas,intermedio,42,18,1,"{'calories_estimate': 461, 'equipment': 'dumbbells', 'recommended': True}",2026-03-17 13:50:37,2026-03-20 13:50:37
233,2429,Yoga para principiantes,motilada,intermedio,71,25,0,"{'calories_estimate': 768, 'equipment': 'none', 'recommended': False}",2026-04-07 13:50:37,2026-04-17 13:50:37
234,6995,Cardio intenso,corte de uñas,intermedio,116,56,1,"{'calories_estimate': 136, 'equipment': 'none', 'recommended': False}",2026-03-20 13:50:37,2026-03-25 13:50:37
235,7209,Baile fitness,vacunacion,fácil,119,41,1,"{'calories_estimate': 500, 'equipment': 'none', 'recommended': False}",2026-03-14 13:50:37,2026-03-17 13:50:37
236,157,Entrenamiento de fuerza,vacunacion,intermedio,28,25,1,"{'calories_estimate': 786, 'equipment': 'full gym', 'recommended': True}",2026-03-15 13:50:37,2026-03-23 13:50:37
237,2718,Entrenamiento de fuerza,esterilizacion,intermedio,98,60,1,"{'calories_estimate': 721, 'equipment': 'dumbbells', 'recommended': True}",2026-04-07 13:50:37,2026-04-11 13:50:37
238,8078,Baile fitness,corte de uñas,intermedio,12,57,0,"{'calories_estimate': 272, 'equipment': 'none', 'recommended': False}",2026-03-31 13:50:37,2026-04-10 13:50:37
239,2996,Entrenamiento funcional,desparasitada,intermedio,104,25,1,"{'calories_estimate': 482, 'equipment': 'dumbbells', 'recommended': True}",2026-04-03 13:50:37,2026-04-06 13:50:37
240,3012,Cardio intenso,esterilizacion,fácil,16,63,0,"{'calories_estimate': 390, 'equipment': 'none', 'recommended': False}",2026-04-02 13:50:37,2026-04-07 13:50:37
241,2406,Yoga para principiantes,corte de uñas,avanzado,109,73,0,"{'calories_estimate': 293, 'equipment': 'none', 'recommended': True}",2026-04-02 13:50:37,2026-04-06 13:50:37
242,786,Entrenamiento de fuerza,vacunacion,fácil,44,74,1,"{'calories_estimate': 413, 'equipment': 'none', 'recommended': False}",2026-03-21 13:50:37,2026-03-31 13:50:37
243,5867,Baile fitness,corte de uñas,intermedio,36,99,1,"{'calories_estimate': 333, 'equipment': 'dumbbells', 'recommended': True}",2026-03-26 13:50:37,2026-03-27 13:50:37
244,3598,Entrenamiento de fuerza,corte de uñas,avanzado,30,14,1,"{'calories_estimate': 132, 'equipment': 'none', 'recommended': False}",2026-04-09 13:50:37,2026-04-14 13:50:37
245,6854,Baile fitness,corte de uñas,avanzado,88,88,0,"{'calories_estimate': 796, 'equipment': 'dumbbells', 'recommended': True}",2026-03-15 13:50:37,2026-03-24 13:50:37
246,7704,Entrenamiento de fuerza,corte de uñas,avanzado,54,24,1,"{'calories_estimate': 157, 'equipment': 'dumbbells', 'recommended': False}",2026-03-26 13:50:37,2026-04-05 13:50:37
247,3264,Entrenamiento de fuerza,motilada,fácil,39,8,1,"{'calories_estimate': 787, 'equipment': 'full gym', 'recommended': False}",2026-03-17 13:50:37,2026-03-26 13:50:37
248,6148,Baile fitness,esterilizacion,intermedio,115,13,1,"{'calories_estimate': 334, 'equipment': 'full gym', 'recommended': True}",2026-03-25 13:50:37,2026-03-31 13:50:37
249,6407,Yoga para principiantes,corte de uñas,intermedio,100,74,1,"{'calories_estimate': 276, 'equipment': 'dumbbells', 'recommended': True}",2026-03-17 13:50:37,2026-03-21 13:50:37
250,8104,Cardio intenso,motilada,avanzado,79,86,1,"{'calories_estimate': 175, 'equipment': 'dumbbells', 'recommended': False}",2026-04-10 13:50:37,2026-04-17 13:50:37
251,825,Yoga para principiantes,esterilizacion,fácil,100,32,1,"{'calories_estimate': 266, 'equipment': 'full gym', 'recommended': True}",2026-04-06 13:50:37,2026-04-13 13:50:37
252,8620,Cardio intenso,corte de uñas,fácil,54,86,1,"{'calories_estimate': 660, 'equipment': 'full gym', 'recommended': False}",2026-03-29 13:50:37,2026-04-08 13:50:37
253,3974,Cardio intenso,vacunacion,intermedio,81,27,1,"{'calories_estimate': 165, 'equipment': 'dumbbells', 'recommended': False}",2026-04-02 13:50:37,2026-04-09 13:50:37
254,6253,Baile fitness,vacunacion,intermedio,32,15,1,"{'calories_estimate': 337, 'equipment': 'full gym', 'recommended': False}",2026-03-18 13:50:37,2026-03-26 13:50:37
255,7428,Entrenamiento de fuerza,vacunacion,avanzado,51,86,1,"{'calories_estimate': 608, 'equipment': 'full gym', 'recommended': True}",2026-04-06 13:50:37,2026-04-11 13:50:37
256,2923,Entrenamiento funcional,vacunacion,intermedio,73,98,0,"{'calories_estimate': 451, 'equipment': 'none', 'recommended': True}",2026-03-14 13:50:37,2026-03-16 13:50:37
257,6728,Cardio intenso,vacunacion,avanzado,95,77,1,"{'calories_estimate': 450, 'equipment': 'dumbbells', 'recommended': False}",2026-04-11 13:50:37,2026-04-11 13:50:37
258,1425,Entrenamiento funcional,corte de uñas,intermedio,32,66,0,"{'calories_estimate': 370, 'equipment': 'none', 'recommended': False}",2026-04-05 13:50:37,2026-04-10 13:50:37
259,9933,Baile fitness,motilada,fácil,56,7,0,"{'calories_estimate': 376, 'equipment': 'full gym', 'recommended': True}",2026-04-08 13:50:37,2026-04-12 13:50:37
260,6506,Entrenamiento de fuerza,vacunacion,intermedio,80,67,0,"{'calories_estimate': 774, 'equipment': 'none', 'recommended': True}",2026-04-11 13:50:37,2026-04-15 13:50:37
261,9158,Entrenamiento funcional,vacunacion,avanzado,69,11,0,"{'calories_estimate': 339, 'equipment': 'full gym', 'recommended': False}",2026-04-01 13:50:37,2026-04-07 13:50:37
262,9953,Cardio intenso,corte de uñas,fácil,80,91,1,"{'calories_estimate': 677, 'equipment': 'none', 'recommended': False}",2026-03-27 13:50:37,2026-04-03 13:50:37
263,8467,Baile fitness,esterilizacion,fácil,64,65,1,"{'calories_estimate': 467, 'equipment': 'dumbbells', 'recommended': False}",2026-04-06 13:50:37,2026-04-07 13:50:37
264,5707,Cardio intenso,vacunacion,intermedio,89,16,0,"{'calories_estimate': 114, 'equipment': 'full gym', 'recommended': False}",2026-03-16 13:50:37,2026-03-24 13:50:37
265,4028,Yoga para principiantes,corte de uñas,intermedio,41,47,0,"{'calories_estimate': 190, 'equipment': 'full gym', 'recommended': True}",2026-03-22 13:50:37,2026-03-26 13:50:37
266,7229,Baile fitness,desparasitada,avanzado,17,89,0,"{'calories_estimate': 174, 'equipment': 'dumbbells', 'recommended': False}",2026-04-01 13:50:37,2026-04-06 13:50:37
267,4417,Entrenamiento de fuerza,corte de uñas,intermedio,52,76,0,"{'calories_estimate': 185, 'equipment': 'none', 'recommended': True}",2026-03-22 13:50:37,2026-03-23 13:50:37
268,4972,Baile fitness,corte de uñas,avanzado,30,50,0,"{'calories_estimate': 761, 'equipment': 'full gym', 'recommended': True}",2026-03-27 13:50:37,2026-03-27 13:50:37
269,2051,Entrenamiento funcional,vacunacion,avanzado,117,36,1,"{'calories_estimate': 440, 'equipment': 'full gym', 'recommended': True}",2026-03-13 13:50:37,2026-03-16 13:50:37
270,6687,Entrenamiento de fuerza,corte de uñas,avanzado,40,11,0,"{'calories_estimate': 547, 'equipment': 'full gym', 'recommended': False}",2026-03-31 13:50:37,2026-03-31 13:50:37
271,8491,Yoga para principiantes,corte de uñas,avanzado,17,92,1,"{'calories_estimate': 280, 'equipment': 'dumbbells', 'recommended': True}",2026-03-15 13:50:37,2026-03-17 13:50:37
272,2581,Cardio intenso,esterilizacion,fácil,70,31,1,"{'calories_estimate': 773, 'equipment': 'dumbbells', 'recommended': True}",2026-03-25 13:50:37,2026-03-28 13:50:37
273,6144,Yoga para principiantes,motilada,fácil,61,55,0,"{'calories_estimate': 159, 'equipment': 'dumbbells', 'recommended': True}",2026-03-15 13:50:37,2026-03-25 13:50:37
274,1709,Entrenamiento funcional,esterilizacion,fácil,56,12,0,"{'calories_estimate': 375, 'equipment': 'none', 'recommended': True}",2026-03-20 13:50:37,2026-03-23 13:50:37
275,2599,Entrenamiento funcional,motilada,avanzado,86,80,0,"{'calories_estimate': 683, 'equipment': 'none', 'recommended': False}",2026-03-30 13:50:37,2026-04-08 13:50:37
276,7252,Yoga para principiantes,motilada,avanzado,88,100,0,"{'calories_estimate': 168, 'equipment': 'none', 'recommended': True}",2026-03-29 13:50:37,2026-04-04 13:50:37
277,1757,Yoga para principiantes,desparasitada,fácil,52,92,0,"{'calories_estimate': 759, 'equipment': 'dumbbells', 'recommended': False}",2026-03-21 13:50:37,2026-03-25 13:50:37
278,7365,Entrenamiento de fuerza,motilada,intermedio,86,45,1,"{'calories_estimate': 125, 'equipment': 'none', 'recommended': True}",2026-03-31 13:50:37,2026-04-03 13:50:37
279,4058,Yoga para principiantes,vacunacion,intermedio,38,48,1,"{'calories_estimate': 621, 'equipment': 'none', 'recommended': True}",2026-03-25 13:50:37,2026-03-26 13:50:37
280,7331,Entrenamiento funcional,vacunacion,intermedio,54,3,0,"{'calories_estimate': 792, 'equipment': 'full gym', 'recommended': True}",2026-04-10 13:50:37,2026-04-18 13:50:37
281,487,Baile fitness,motilada,avanzado,38,42,1,"{'calories_estimate': 119, 'equipment': 'dumbbells', 'recommended': False}",2026-03-27 13:50:37,2026-03-29 13:50:37
282,7388,Baile fitness,motilada,avanzado,119,20,1,"{'calories_estimate': 684, 'equipment': 'full gym', 'recommended': False}",2026-03-22 13:50:37,2026-03-27 13:50:37
283,235,Cardio intenso,corte de uñas,avanzado,12,75,0,"{'calories_estimate': 485, 'equipment': 'dumbbells', 'recommended': True}",2026-04-06 13:50:37,2026-04-06 13:50:37
284,1274,Yoga para principiantes,esterilizacion,avanzado,92,73,1,"{'calories_estimate': 796, 'equipment': 'full gym', 'recommended': False}",2026-04-02 13:50:37,2026-04-06 13:50:37
285,8837,Entrenamiento funcional,corte de uñas,fácil,114,55,0,"{'calories_estimate': 219, 'equipment': 'none', 'recommended': True}",2026-03-20 13:50:37,2026-03-30 13:50:37
286,223,Yoga para principiantes,corte de uñas,intermedio,105,93,1,"{'calories_estimate': 361, 'equipment': 'full gym', 'recommended': True}",2026-04-07 13:50:37,2026-04-16 13:50:37
287,6829,Entrenamiento de fuerza,corte de uñas,intermedio,120,18,0,"{'calories_estimate': 319, 'equipment': 'none', 'recommended': False}",2026-04-10 13:50:37,2026-04-11 13:50:37
288,1414,Baile fitness,vacunacion,intermedio,90,82,0,"{'calories_estimate': 360, 'equipment': 'full gym', 'recommended': False}",2026-03-28 13:50:37,2026-04-02 13:50:37
289,9627,Baile fitness,vacunacion,fácil,79,60,0,"{'calories_estimate': 485, 'equipment': 'none', 'recommended': False}",2026-03-25 13:50:37,2026-04-03 13:50:37
290,3954,Yoga para principiantes,vacunacion,intermedio,111,41,0,"{'calories_estimate': 180, 'equipment': 'dumbbells', 'recommended': False}",2026-03-26 13:50:37,2026-04-04 13:50:37
291,4046,Entrenamiento de fuerza,desparasitada,avanzado,96,57,0,"{'calories_estimate': 284, 'equipment': 'full gym', 'recommended': False}",2026-03-16 13:50:37,2026-03-26 13:50:37
292,3000,Cardio intenso,corte de uñas,avanzado,16,91,1,"{'calories_estimate': 275, 'equipment': 'none', 'recommended': False}",2026-03-19 13:50:37,2026-03-28 13:50:37
293,6969,Yoga para principiantes,desparasitada,intermedio,56,93,1,"{'calories_estimate': 267, 'equipment': 'dumbbells', 'recommended': False}",2026-04-02 13:50:37,2026-04-11 13:50:37
294,1481,Entrenamiento de fuerza,vacunacion,avanzado,27,60,1,"{'calories_estimate': 690, 'equipment': 'dumbbells', 'recommended': True}",2026-03-22 13:50:37,2026-03-31 13:50:37
295,649,Baile fitness,vacunacion,fácil,83,94,1,"{'calories_estimate': 609, 'equipment': 'none', 'recommended': True}",2026-03-27 13:50:37,2026-03-31 13:50:37
296,7904,Yoga para principiantes,motilada,intermedio,23,23,1,"{'calories_estimate': 712, 'equipment': 'full gym', 'recommended': False}",2026-03-19 13:50:37,2026-03-20 13:50:37
297,3319,Cardio intenso,motilada,intermedio,119,91,1,"{'calories_estimate': 598, 'equipment': 'dumbbells', 'recommended': True}",2026-04-07 13:50:37,2026-04-07 13:50:37
298,332,Entrenamiento funcional,corte de uñas,intermedio,35,13,1,"{'calories_estimate': 429, 'equipment': 'dumbbells', 'recommended': False}",2026-03-27 13:50:37,2026-04-03 13:50:37
299,3129,Cardio intenso,motilada,intermedio,62,68,0,"{'calories_estimate': 442, 'equipment': 'dumbbells', 'recommended': False}",2026-04-04 13:50:37,2026-04-10 13:50:37
300,8588,Entrenamiento de fuerza,desparasitada,avanzado,20,86,1,"{'calories_estimate': 594, 'equipment': 'none', 'recommended': False}",2026-03-16 13:50:37,2026-03-23 13:50:37
301,6144,Entrenamiento funcional,vacunacion,fácil,63,48,0,"{'calories_estimate': 115, 'equipment': 'dumbbells', 'recommended': False}",2026-04-07 13:50:37,2026-04-12 13:50:37
302,3556,Yoga para principiantes,motilada,fácil,49,28,0,"{'calories_estimate': 620, 'equipment': 'full gym', 'recommended': False}",2026-03-21 13:50:37,2026-03-29 13:50:37
303,4238,Entrenamiento de fuerza,motilada,avanzado,24,11,1,"{'calories_estimate': 207, 'equipment': 'full gym', 'recommended': False}",2026-04-05 13:50:37,2026-04-15 13:50:37
